kepid,kepoi_name,kepler_name,koi_disposition,adopted_Teff,Prot,adopted_rp,adopted_period,flag_dr3_ruwe_outlier,flag_koi_is_grazing,flag_gyro_quality,flag_planet_quality,has_hires,t_gyro,t_li,Li_EW,comment,are_gyro_and_li_consistent
10252275,K03130.01,Kepler-1907 c,CONFIRMED,4932,25.40,0.95,14.86,0,1,0,4,1,$2946^{+143}_{-138}$,$> 437$,$-8\pm10$,,Yes
6436029,K02828.01,Kepler-1359 b,CONFIRMED,4629,25.03,2.32,59.50,0,0,2048,0,1,$2950^{+148}_{-142}$,$> 233$,$-20\pm17$,,Yes
8578780,K02023.01,Kepler-1784 b,CONFIRMED,5636,21.21,2.30,13.59,0,0,0,0,0,$2953^{+349}_{-268}$,--,--,,--
11760231,K01841.01,Kepler-973 b,CONFIRMED,5108,25.05,2.12,49.61,1,0,640,0,1,$2966^{+155}_{-148}$,$> 599$,$-8\pm8$,,Yes
9958962,K00593.01,Kepler-616 b,CONFIRMED,6004,15.00,2.82,10.00,0,1,0,4,0,$2970^{+1191}_{-861}$,--,--,,--
9958962,K00593.02,Kepler-616 c,CONFIRMED,6004,15.00,3.96,90.41,0,1,0,4,0,$2970^{+1191}_{-861}$,--,--,,--
9958962,K00593.03,Kepler-616 d,CONFIRMED,6004,15.00,2.44,51.07,0,0,0,0,0,$2970^{+1191}_{-861}$,--,--,,--
10454632,K01877.01,Kepler-992 b,CONFIRMED,4762,25.58,1.33,20.16,0,1,0,4,1,$2973^{+140}_{-137}$,$> 255$,$0\pm20$,,Yes
9518318,K01978.01,Kepler-346 b,CONFIRMED,5613,21.63,2.73,6.51,0,1,0,4,1,$2975^{+277}_{-232}$,$> 751$,$-6\pm16$,,Yes
9518318,K01978.02,Kepler-346 c,CONFIRMED,5613,21.63,2.98,23.85,0,1,0,4,1,$2975^{+277}_{-232}$,$> 751$,$-6\pm16$,,Yes
8947520,K02517.01,Kepler-1264 b,CONFIRMED,5769,19.39,1.21,0.97,1,1,128,4,1,$2992^{+455}_{-348}$,$> 656$,$10\pm11$,,Yes
5689351,K00505.03,Kepler-169 b,CONFIRMED,4868,25.76,1.06,3.25,0,0,0,0,1,$2993^{+143}_{-139}$,$> 345$,$4\pm8$,,Yes
5689351,K00505.02,Kepler-169 c,CONFIRMED,4868,25.76,1.24,6.20,0,0,0,0,1,$2993^{+143}_{-139}$,$> 345$,$4\pm8$,,Yes
5689351,K00505.04,Kepler-169 d,CONFIRMED,4868,25.76,1.23,8.35,0,0,0,0,1,$2993^{+143}_{-139}$,$> 345$,$4\pm8$,,Yes
5689351,K00505.01,Kepler-169 e,CONFIRMED,4868,25.76,1.88,13.77,0,1,0,4,1,$2993^{+143}_{-139}$,$> 345$,$4\pm8$,,Yes
5689351,K00505.05,Kepler-169 f,CONFIRMED,4868,25.76,2.42,87.09,0,1,0,4,1,$2993^{+143}_{-139}$,$> 345$,$4\pm8$,,Yes
7512982,K01480.01,Kepler-859 b,CONFIRMED,4908,25.76,2.77,20.38,0,0,0,0,1,$3001^{+146}_{-141}$,$> 194$,$25\pm31$,,Yes
12120484,K02407.01,Kepler-1226 b,CONFIRMED,5980,14.73,2.13,17.29,1,1,2694,4,1,$3003^{+951}_{-663}$,$> 413$,$24\pm6$,,Yes
3544640,K03279.01,Kepler-1914 b,CONFIRMED,5807,18.73,2.65,30.83,0,0,0,0,0,$3006^{+528}_{-390}$,--,--,,--
9455556,K01396.02,Kepler-294 b,CONFIRMED,5523,22.74,1.67,3.70,0,0,0,0,1,$3007^{+238}_{-205}$,$> 812$,$-8\pm13$,,Yes
9455556,K01396.01,Kepler-294 c,CONFIRMED,5523,22.74,2.63,6.63,0,0,0,0,1,$3007^{+238}_{-205}$,$> 812$,$-8\pm13$,,Yes
8561231,K02346.01,Kepler-1202 b,CONFIRMED,5662,21.18,2.89,28.69,0,1,0,4,0,$3008^{+338}_{-269}$,--,--,,--
12735740,K03663.01,Kepler-86 b,CONFIRMED,5772,19.39,9.19,282.53,0,0,0,0,1,$3012^{+575}_{-397}$,$> 812$,$5\pm3$,,Yes
4852528,K00500.01,Kepler-80 b,CONFIRMED,4453,24.37,2.71,7.05,0,0,0,0,1,$3017^{+162}_{-157}$,$> 155$,$5\pm29$,,Yes
4852528,K00500.02,Kepler-80 c,CONFIRMED,4453,24.37,2.72,9.52,0,0,0,0,1,$3017^{+162}_{-157}$,$> 155$,$5\pm29$,,Yes
4852528,K00500.03,Kepler-80 d,CONFIRMED,4453,24.37,1.64,3.07,0,0,0,0,1,$3017^{+162}_{-157}$,$> 155$,$5\pm29$,,Yes
4852528,K00500.04,Kepler-80 e,CONFIRMED,4453,24.37,1.68,4.65,0,0,0,0,1,$3017^{+162}_{-157}$,$> 155$,$5\pm29$,,Yes
4852528,K00500.05,Kepler-80 f,CONFIRMED,4453,24.37,1.48,0.99,0,0,0,0,1,$3017^{+162}_{-157}$,$> 155$,$5\pm29$,,Yes
8095441,K02743.01,Kepler-1332 b,CONFIRMED,5655,21.34,1.38,11.87,0,0,0,0,1,$3020^{+312}_{-256}$,$> 889$,$-2\pm6$,,Yes
10984090,K00112.01,Kepler-466 b,CONFIRMED,5960,15.73,2.75,51.08,1,0,2176,0,1,$3032^{+1094}_{-747}$,$> 345$,$31\pm3$,,Yes
10984090,K00112.02,Kepler-466 c,CONFIRMED,5960,15.73,1.16,3.71,1,0,2176,0,1,$3032^{+1094}_{-747}$,$> 345$,$31\pm3$,,Yes
9351920,K02129.01,Kepler-1111 b,CONFIRMED,5878,17.39,1.47,8.80,0,0,0,0,0,$3040^{+566}_{-429}$,--,--,,--
12406749,K01476.01,Kepler-1752 b,CONFIRMED,5242,24.88,4.66,56.36,0,1,0,4,0,$3042^{+179}_{-165}$,--,--,,--
6347299,K00661.01,Kepler-204 b,CONFIRMED,5903,16.82,1.93,14.40,0,1,2048,4,1,$3048^{+615}_{-459}$,$> 365$,$33\pm5$,,Yes
6347299,K00661.02,Kepler-204 c,CONFIRMED,5903,16.82,1.26,25.66,0,1,2048,4,1,$3048^{+615}_{-459}$,$> 365$,$33\pm5$,,Yes
9101496,K01915.01,Kepler-335 b,CONFIRMED,5973,15.10,2.89,6.56,0,0,518,0,1,$3049^{+955}_{-651}$,$> 299$,$34\pm6$,,Yes
9101496,K01915.02,Kepler-335 c,CONFIRMED,5973,15.10,2.61,67.84,0,0,518,0,1,$3049^{+955}_{-651}$,$> 299$,$34\pm6$,,Yes
6226908,K04068.01,Kepler-1546 b,CONFIRMED,5549,22.74,3.24,19.60,0,1,0,4,0,$3064^{+341}_{-255}$,--,--,,--
7604328,K02458.01,Kepler-1245 b,CONFIRMED,5162,25.40,1.41,4.35,0,0,0,0,0,$3067^{+172}_{-160}$,--,--,,--
7604328,K02458.02,Kepler-1245 c,CONFIRMED,5162,25.40,1.52,2.94,0,1,0,4,0,$3067^{+172}_{-160}$,--,--,,--
11250587,K00107.01,Kepler-464 b,CONFIRMED,5889,17.26,3.42,7.26,0,0,518,0,1,$3071^{+643}_{-463}$,$> 524$,$21\pm6$,,Yes
2713049,K00794.01,Kepler-683 b,CONFIRMED,5663,21.52,1.94,2.54,0,0,0,0,0,$3079^{+356}_{-279}$,--,--,,--
10730034,K01305.01,Kepler-285 b,CONFIRMED,5249,25.05,1.36,2.63,0,0,0,0,1,$3080^{+181}_{-168}$,$> 641$,$5\pm6$,,Yes
10730034,K01305.02,Kepler-285 c,CONFIRMED,5249,25.05,1.19,6.19,0,0,0,0,1,$3080^{+181}_{-168}$,$> 641$,$5\pm6$,,Yes
7742408,K03478.01,Kepler-1697 b,CONFIRMED,4697,26.12,0.92,33.50,0,1,0,4,1,$3082^{+146}_{-143}$,$> 241$,$2\pm16$,,Yes
7941200,K00092.01,Kepler-1709 b,CONFIRMED,5888,17.37,2.71,65.70,0,0,0,0,1,$3089^{+616}_{-448}$,$> 309$,$38\pm4$,,Yes
10797460,K00752.01,Kepler-227 b,CONFIRMED,5582,22.58,2.30,9.49,0,0,0,0,1,$3089^{+284}_{-236}$,$> 743$,$2\pm13$,,Yes
10797460,K00752.02,Kepler-227 c,CONFIRMED,5582,22.58,2.88,54.42,0,0,0,0,1,$3089^{+284}_{-236}$,$> 743$,$2\pm13$,,Yes
9022166,K02175.01,Kepler-368 b,CONFIRMED,5688,21.20,3.32,26.85,0,0,518,0,1,$3091^{+442}_{-319}$,$> 316$,$42\pm3$,,Yes
9022166,K02175.02,Kepler-368 c,CONFIRMED,5688,21.20,4.37,72.38,0,0,518,0,1,$3091^{+442}_{-319}$,$> 316$,$42\pm3$,,Yes
10266615,K00530.01,Kepler-587 b,CONFIRMED,5451,23.87,2.01,10.94,0,0,0,0,0,$3103^{+218}_{-195}$,--,--,,--
11415243,K04036.01,Kepler-1544 b,CONFIRMED,4697,26.30,1.72,168.81,0,0,0,0,1,$3112^{+148}_{-145}$,$> 264$,$3\pm8$,,Yes
9651668,K00183.01,Kepler-423 b,CONFIRMED,5779,19.82,12.83,2.68,0,0,0,0,0,$3112^{+473}_{-354}$,--,--,,--
6432345,K02757.01,Kepler-1690 b,CONFIRMED,5437,24.03,2.53,234.64,0,0,0,0,1,$3113^{+216}_{-193}$,$> 679$,$5\pm12$,,Yes
10909127,K02200.01,Kepler-1138 b,CONFIRMED,5480,23.70,1.53,3.17,0,0,0,0,0,$3114^{+214}_{-193}$,--,--,,--
9775938,K00951.01,Kepler-258 b,CONFIRMED,4689,26.30,3.44,13.20,0,0,0,0,1,$3115^{+149}_{-146}$,$> 228$,$11\pm7$,,Yes
9775938,K00951.02,Kepler-258 c,CONFIRMED,4689,26.30,2.52,33.65,0,0,0,0,1,$3115^{+149}_{-146}$,$> 228$,$11\pm7$,,Yes
8950568,K02038.01,Kepler-85 b,CONFIRMED,5505,23.54,1.70,8.31,0,0,0,0,1,$3125^{+223}_{-200}$,$> 542$,$18\pm14$,,Yes
8950568,K02038.02,Kepler-85 c,CONFIRMED,5505,23.54,1.88,12.51,0,0,0,0,1,$3125^{+223}_{-200}$,$> 542$,$18\pm14$,,Yes
9076971,K02981.01,Kepler-1400 b,CONFIRMED,4944,26.48,1.65,9.07,0,1,0,4,0,$3132^{+157}_{-152}$,--,--,,--
10187017,K00082.05,Kepler-102 b,CONFIRMED,4750,26.55,0.47,5.29,0,0,2048,0,1,$3132^{+149}_{-146}$,$> 299$,$3\pm3$,,Yes
10187017,K00082.04,Kepler-102 c,CONFIRMED,4750,26.55,0.59,7.07,0,0,2048,0,1,$3132^{+149}_{-146}$,$> 299$,$3\pm3$,,Yes
10187017,K00082.02,Kepler-102 d,CONFIRMED,4750,26.55,1.21,10.31,0,0,2048,0,1,$3132^{+149}_{-146}$,$> 299$,$3\pm3$,,Yes
10187017,K00082.01,Kepler-102 e,CONFIRMED,4750,26.55,2.23,16.15,0,0,2048,0,1,$3132^{+149}_{-146}$,$> 299$,$3\pm3$,,Yes
10187017,K00082.03,Kepler-102 f,CONFIRMED,4750,26.55,0.85,27.45,0,0,2048,0,1,$3132^{+149}_{-146}$,$> 299$,$3\pm3$,,Yes
11566256,K02361.01,Kepler-1831 b,CONFIRMED,5774,20.05,1.93,5.78,0,0,0,0,0,$3137^{+440}_{-337}$,--,--,,--
10329835,K02058.01,Kepler-1075 b,CONFIRMED,4038,21.96,1.26,1.52,1,1,128,4,1,$3139^{+134}_{-143}$,$> 93$,$12\pm25$,,Yes
10337517,K01165.01,Kepler-783 c,CONFIRMED,5485,23.79,1.92,7.05,0,1,2048,4,1,$3140^{+225}_{-201}$,$> 868$,$-8\pm9$,,Yes
6587280,K00857.01,Kepler-243 b,CONFIRMED,5135,25.94,2.48,5.72,0,0,0,0,1,$3143^{+178}_{-165}$,$> 542$,$-22\pm22$,,Yes
2857607,K04659.01,Kepler-1965 b,CONFIRMED,5568,23.02,1.25,41.87,0,1,0,4,1,$3144^{+252}_{-219}$,$> 812$,$-2\pm11$,,Yes
5219234,K01563.01,Kepler-305 b,CONFIRMED,5090,26.12,3.26,5.49,0,1,0,4,1,$3144^{+175}_{-162}$,$> 495$,$3\pm10$,,Yes
5219234,K01563.02,Kepler-305 c,CONFIRMED,5090,26.12,3.23,8.29,0,1,0,4,1,$3144^{+175}_{-162}$,$> 495$,$3\pm10$,,Yes
5219234,K01563.04,Kepler-305 d,CONFIRMED,5090,26.12,2.57,16.74,0,0,0,0,1,$3144^{+175}_{-162}$,$> 495$,$3\pm10$,,Yes
5219234,K01563.03,Kepler-305 e,CONFIRMED,5090,26.12,1.71,3.21,0,0,0,0,1,$3144^{+175}_{-162}$,$> 495$,$3\pm10$,,Yes
3245969,K01101.01,Kepler-768 b,CONFIRMED,5090,26.12,1.64,11.39,0,0,0,0,1,$3145^{+177}_{-163}$,$> 418$,$5\pm17$,,Yes
3323887,K00377.01,Kepler-9 b,CONFIRMED,5906,17.23,7.90,19.27,0,0,0,0,1,$3153^{+670}_{-462}$,$> 613$,$15\pm3$,,Yes
9353742,K03867.01,Kepler-1523 b,CONFIRMED,5627,22.46,1.55,0.94,0,0,0,0,1,$3165^{+288}_{-243}$,$> 693$,$11\pm10$,,Yes
10723750,K00209.02,Kepler-117 b,CONFIRMED,6162,10.93,8.36,18.80,0,0,2566,0,1,$3167^{+1114}_{-922}$,$> 139$,$40\pm4$,,Yes
10723750,K00209.01,Kepler-117 c,CONFIRMED,6162,10.93,12.00,50.79,0,0,2566,0,1,$3167^{+1114}_{-922}$,$> 139$,$40\pm4$,,Yes
6616218,K01692.02,Kepler-314 b,CONFIRMED,5242,25.58,0.80,2.46,0,0,0,0,1,$3167^{+180}_{-169}$,$> 579$,$11\pm5$,,Yes
6616218,K01692.01,Kepler-314 c,CONFIRMED,5242,25.58,2.54,5.96,0,0,0,0,1,$3167^{+180}_{-169}$,$> 579$,$11\pm5$,,Yes
5526717,K01677.01,Kepler-926 b,CONFIRMED,5919,16.98,2.92,52.07,1,0,128,0,0,$3171^{+874}_{-546}$,--,--,,--
9349757,K03348.01,Kepler-1474 b,CONFIRMED,5761,20.46,2.05,36.43,0,0,0,0,0,$3173^{+449}_{-336}$,--,--,,--
8611257,K02931.01,Kepler-1389 b,CONFIRMED,4806,26.85,2.22,99.25,0,1,0,4,1,$3175^{+154}_{-149}$,$> 299$,$1\pm14$,,Yes
11358389,K02163.01,Kepler-365 b,CONFIRMED,5735,20.93,1.76,10.66,1,0,416,0,0,$3181^{+451}_{-331}$,--,--,,--
11358389,K02163.02,Kepler-365 c,CONFIRMED,5735,20.93,1.60,17.78,1,0,416,0,0,$3181^{+451}_{-331}$,--,--,,--
6604328,K01736.01,Kepler-945 b,CONFIRMED,5718,21.34,2.63,31.00,0,0,0,0,0,$3208^{+440}_{-322}$,--,--,,--
9702072,K00714.01,Kepler-652 b,CONFIRMED,5368,25.05,2.42,4.18,0,0,0,0,1,$3210^{+199}_{-184}$,$> 709$,$3\pm9$,,Yes
12252424,K00153.02,Kepler-113 b,CONFIRMED,4680,26.86,2.04,4.75,0,0,2048,0,1,$3210^{+154}_{-151}$,$> 258$,$4\pm5$,,Yes
12252424,K00153.01,Kepler-113 c,CONFIRMED,4680,26.86,2.33,8.93,0,0,2048,0,1,$3210^{+154}_{-151}$,$> 258$,$4\pm5$,,Yes
8559644,K00139.02,Kepler-111 b,CONFIRMED,5955,16.22,1.48,3.34,0,0,0,0,1,$3215^{+836}_{-526}$,$> 369$,$30\pm4$,,Yes
8559644,K00139.01,Kepler-111 c,CONFIRMED,5955,16.22,6.82,224.78,0,0,0,0,1,$3215^{+836}_{-526}$,$> 369$,$30\pm4$,,Yes
5281113,K04411.01,Kepler-1602 b,CONFIRMED,6103,12.40,1.03,11.18,0,0,2048,0,1,$3224^{+1090}_{-838}$,$> 121$,$46\pm3$,,Yes
11403389,K02482.01,Kepler-1251 b,CONFIRMED,5329,25.40,2.56,45.09,0,1,0,4,0,$3229^{+199}_{-184}$,--,--,,--
9957627,K00592.01,Kepler-1723 b,CONFIRMED,5865,18.59,2.25,39.75,0,0,0,0,0,$3239^{+700}_{-435}$,--,--,,--
4455231,K01332.02,Kepler-288 b,CONFIRMED,5948,16.61,1.51,6.10,0,0,0,0,1,$3239^{+986}_{-621}$,$> 554$,$3\pm13$,,Yes
4455231,K01332.01,Kepler-288 c,CONFIRMED,5948,16.61,2.73,19.31,0,0,0,0,1,$3239^{+986}_{-621}$,$> 554$,$3\pm13$,,Yes
4455231,K01332.03,Kepler-288 d,CONFIRMED,5948,16.61,2.51,56.64,0,0,0,0,1,$3239^{+986}_{-621}$,$> 554$,$3\pm13$,,Yes
12066335,K00784.02,Kepler-231 b,CONFIRMED,4130,23.05,1.67,10.07,0,0,0,0,1,$3256^{+135}_{-141}$,$> 79$,$30\pm13$,,Yes
12066335,K00784.01,Kepler-231 c,CONFIRMED,4130,23.05,1.79,19.27,0,0,0,0,1,$3256^{+135}_{-141}$,$> 79$,$30\pm13$,,Yes
9726659,K01491.01,Kepler-862 b,CONFIRMED,5195,26.30,2.15,3.15,1,0,640,0,0,$3257^{+185}_{-173}$,--,--,,--
3531558,K00118.01,Kepler-467 b,CONFIRMED,5776,20.60,2.29,24.99,0,0,2562,0,1,$3259^{+515}_{-355}$,$> 831$,$1\pm6$,,Yes
10353968,K00618.01,Kepler-623 b,CONFIRMED,5205,26.30,2.57,9.07,0,0,0,0,0,$3270^{+194}_{-179}$,--,--,,--
8218379,K01920.01,Kepler-1014 b,CONFIRMED,5364,25.40,2.07,16.57,0,0,0,0,0,$3275^{+217}_{-195}$,--,--,,--
9837685,K02461.01,Kepler-1247 b,CONFIRMED,5368,25.36,2.35,13.71,0,0,0,0,0,$3279^{+247}_{-210}$,--,--,,--
8806072,K01273.01,Kepler-802 b,CONFIRMED,5371,25.37,3.50,40.06,0,1,0,4,0,$3279^{+220}_{-198}$,--,--,,--
11027624,K01439.01,Kepler-849 b,CONFIRMED,5900,17.96,8.09,394.62,0,0,518,0,1,$3288^{+871}_{-499}$,$> 184$,$49\pm2$,,Yes
11177676,K03281.01,Kepler-1454 b,CONFIRMED,5326,25.76,1.61,47.03,0,0,0,0,0,$3298^{+213}_{-193}$,--,--,,--
10656823,K00598.01,Kepler-195 b,CONFIRMED,5234,26.30,2.18,8.31,0,0,0,0,1,$3299^{+202}_{-185}$,$> 641$,$-2\pm11$,,Yes
10656823,K00598.02,Kepler-195 c,CONFIRMED,5234,26.30,1.74,34.10,0,0,0,0,1,$3299^{+202}_{-185}$,$> 641$,$-2\pm11$,,Yes
11623629,K00365.01,Kepler-538 b,CONFIRMED,5540,24.10,2.16,81.74,0,0,0,0,1,$3299^{+251}_{-220}$,$> 889$,$-3\pm6$,,Yes
6152974,K00216.02,Kepler-118 b,CONFIRMED,5129,26.85,1.34,7.52,0,0,0,0,0,$3306^{+193}_{-178}$,--,--,,--
6152974,K00216.01,Kepler-118 c,CONFIRMED,5129,26.85,5.88,20.17,0,0,0,0,0,$3306^{+193}_{-178}$,--,--,,--
10189546,K00427.02,Kepler-549 b,CONFIRMED,5208,26.48,2.53,42.95,0,0,0,0,1,$3307^{+198}_{-182}$,$> 586$,$-20\pm22$,,Yes
10189546,K00427.03,Kepler-549 c,CONFIRMED,5208,26.48,2.28,117.03,0,0,0,0,1,$3307^{+198}_{-182}$,$> 586$,$-20\pm22$,,Yes
10189546,K00427.01,Kepler-549 d,CONFIRMED,5208,26.48,3.57,24.61,0,0,0,0,1,$3307^{+198}_{-182}$,$> 586$,$-20\pm22$,,Yes
5174858,K02532.01,Kepler-1852 b,CONFIRMED,5036,27.23,2.16,7.97,0,1,0,4,0,$3309^{+184}_{-172}$,--,--,,--
5956656,K01053.01,Kepler-756 b,CONFIRMED,5311,25.90,1.54,1.22,1,0,642,0,0,$3311^{+231}_{-201}$,--,--,,--
3229150,K02150.01,Kepler-1979 b,CONFIRMED,5942,17.73,29.33,18.51,0,1,0,4,0,$3312^{+1081}_{-766}$,--,--,,--
9150827,K01408.01,Kepler-1749 b,CONFIRMED,4241,24.37,1.53,14.53,0,0,0,0,1,$3315^{+166}_{-174}$,$> 140$,$8\pm12$,,Yes
10397751,K02859.01,Kepler-1371 b,CONFIRMED,5336,25.78,0.70,3.45,1,0,2688,0,1,$3316^{+223}_{-198}$,$> 606$,$13\pm6$,,Yes
10397751,K02859.02,Kepler-1371 c,CONFIRMED,5336,25.78,0.65,2.01,1,1,2688,4,1,$3316^{+223}_{-198}$,$> 606$,$13\pm6$,,Yes
7008211,K02102.01,Kepler-1097 b,CONFIRMED,5099,27.04,3.11,187.75,0,0,0,0,0,$3319^{+193}_{-178}$,--,--,,--
9735426,K01849.01,Kepler-979 b,CONFIRMED,5184,26.67,2.70,8.09,0,0,0,0,0,$3321^{+199}_{-183}$,--,--,,--
9006186,K02169.01,Kepler-1130 b,CONFIRMED,5288,26.12,0.80,5.45,0,1,0,4,1,$3321^{+205}_{-188}$,$> 701$,$4\pm3$,,Yes
9006186,K02169.02,Kepler-1130 c,CONFIRMED,5288,26.12,0.67,3.27,0,0,0,0,1,$3321^{+205}_{-188}$,$> 701$,$4\pm3$,,Yes
9006186,K02169.03,Kepler-1130 d,CONFIRMED,5288,26.12,0.66,4.27,0,0,0,0,1,$3321^{+205}_{-188}$,$> 701$,$4\pm3$,,Yes
4144576,K02202.01,Kepler-1139 b,CONFIRMED,5244,26.48,1.06,0.81,0,0,0,0,1,$3344^{+204}_{-187}$,$> 548$,$11\pm8$,,Yes
10489345,K02266.01,Kepler-1167 b,CONFIRMED,4869,27.80,1.72,1.00,0,0,0,0,1,$3345^{+172}_{-164}$,$> 305$,$-8\pm24$,,Yes
10166274,K01078.01,Kepler-267 b,CONFIRMED,4015,23.05,1.95,3.35,0,0,0,0,1,$3347^{+128}_{-134}$,$> 95$,$12\pm18$,,Yes
10166274,K01078.02,Kepler-267 c,CONFIRMED,4015,23.05,2.22,6.88,0,0,0,0,1,$3347^{+128}_{-134}$,$> 95$,$12\pm18$,,Yes
10166274,K01078.03,Kepler-267 d,CONFIRMED,4015,23.05,2.22,28.46,0,0,0,0,1,$3347^{+128}_{-134}$,$> 95$,$12\pm18$,,Yes
8753896,K02473.01,Kepler-389 b,CONFIRMED,5144,27.04,1.49,3.24,0,0,0,0,1,$3355^{+200}_{-182}$,$> 474$,$12\pm8$,,Yes
12644822,K00791.01,Kepler-682 b,CONFIRMED,5622,23.38,14.71,12.61,0,0,582,0,0,$3359^{+444}_{-293}$,--,--,,--
6289257,K00307.01,Kepler-520 b,CONFIRMED,6062,14.03,1.78,19.67,1,1,646,4,1,$3366^{+1025}_{-745}$,$> 188$,$40\pm1$,,Yes
6289257,K00307.02,Kepler-520 c,CONFIRMED,6062,14.03,1.18,5.21,1,1,646,4,1,$3366^{+1025}_{-745}$,$> 188$,$40\pm1$,,Yes
7109675,K00872.01,Kepler-46 b,CONFIRMED,5160,27.04,7.45,33.60,0,0,0,0,1,$3371^{+208}_{-187}$,$> 413$,$1\pm25$,,Yes
7109675,K00872.02,Kepler-46 d,CONFIRMED,5160,27.04,1.73,6.77,0,0,0,0,1,$3371^{+208}_{-187}$,$> 413$,$1\pm25$,,Yes
4143755,K00281.01,Kepler-510 b,CONFIRMED,5708,22.29,2.50,19.56,0,0,2562,0,1,$3378^{+567}_{-338}$,$> 899$,$-1\pm2$,,Yes
4770365,K01475.02,Kepler-1669 b,CONFIRMED,4468,26.85,2.34,9.51,0,0,0,0,1,$3388^{+172}_{-170}$,$> 127$,$-8\pm69$,,Yes
4770365,K01475.01,Kepler-1669 c,CONFIRMED,4468,26.85,1.85,1.61,0,0,0,0,1,$3388^{+172}_{-170}$,$> 127$,$-8\pm69$,,Yes
4770365,K01475.03,Kepler-1669 d,CONFIRMED,4468,26.85,1.42,4.73,0,0,0,0,1,$3388^{+172}_{-170}$,$> 127$,$-8\pm69$,,Yes
6880517,K03305.01,Kepler-1462 b,CONFIRMED,5580,24.03,2.43,65.65,0,0,0,0,0,$3392^{+411}_{-276}$,--,--,,--
3940418,K00810.01,Kepler-1728 b,CONFIRMED,5145,27.23,2.30,4.78,0,0,0,0,0,$3398^{+219}_{-191}$,--,--,,--
5195172,K01671.01,Kepler-1763 b,CONFIRMED,5890,18.67,0.99,1.48,0,0,512,0,1,$3400^{+941}_{-526}$,$> 273$,$40\pm6$,,Yes
7749773,K02848.01,Kepler-1882 b,CONFIRMED,5688,22.67,1.55,13.79,0,1,2562,4,1,$3406^{+662}_{-348}$,$> 656$,$6\pm15$,,Yes
6774537,K02146.01,Kepler-1120 b,CONFIRMED,4798,28.19,1.37,2.95,0,0,0,0,1,$3406^{+173}_{-165}$,$> 157$,$33\pm17$,,Yes
11015108,K00344.01,Kepler-530 b,CONFIRMED,5711,22.43,2.97,39.31,0,0,0,0,1,$3407^{+472}_{-306}$,$> 628$,$11\pm13$,,Yes
4832837,K00605.01,Kepler-621 b,CONFIRMED,4738,28.19,1.77,2.63,1,0,642,0,0,$3412^{+169}_{-164}$,--,--,,--
11414511,K00767.01,Kepler-670 b,CONFIRMED,5595,24.03,12.18,2.82,0,0,0,0,0,$3414^{+344}_{-255}$,--,--,,--
9782691,K00590.01,Kepler-193 b,CONFIRMED,6108,12.88,2.14,11.39,0,0,0,0,1,$3416^{+1018}_{-782}$,$> 116$,$47\pm7$,,Yes
9782691,K00590.02,Kepler-193 c,CONFIRMED,6108,12.88,2.52,50.70,0,0,0,0,1,$3416^{+1018}_{-782}$,$> 116$,$47\pm7$,,Yes
8240797,K01809.02,Kepler-321 b,CONFIRMED,5862,19.53,1.51,4.92,0,0,0,0,1,$3422^{+802}_{-415}$,$> 743$,$7\pm3$,,Yes
8240797,K01809.01,Kepler-321 c,CONFIRMED,5862,19.53,2.28,13.09,0,1,0,4,1,$3422^{+802}_{-415}$,$> 743$,$7\pm3$,,Yes
10122538,K02926.01,Kepler-1388 b,CONFIRMED,4141,24.20,2.15,12.29,0,0,0,0,1,$3423^{+143}_{-151}$,$> 109$,$-8\pm35$,,Yes
10122538,K02926.02,Kepler-1388 c,CONFIRMED,4141,24.20,2.14,5.54,0,0,0,0,1,$3423^{+143}_{-151}$,$> 109$,$-8\pm35$,,Yes
10122538,K02926.03,Kepler-1388 d,CONFIRMED,4141,24.20,2.32,20.96,0,0,0,0,1,$3423^{+143}_{-151}$,$> 109$,$-8\pm35$,,Yes
10122538,K02926.04,Kepler-1388 e,CONFIRMED,4141,24.20,2.19,37.63,0,0,0,0,1,$3423^{+143}_{-151}$,$> 109$,$-8\pm35$,,Yes
5299459,K01576.01,Kepler-307 b,CONFIRMED,5480,25.23,2.64,10.42,0,0,0,0,1,$3423^{+271}_{-222}$,$> 794$,$4\pm6$,,Yes
5299459,K01576.02,Kepler-307 c,CONFIRMED,5480,25.23,2.36,13.08,0,0,0,0,1,$3423^{+271}_{-222}$,$> 794$,$4\pm6$,,Yes
11394027,K00349.01,Kepler-1664 b,CONFIRMED,5725,22.25,2.54,14.39,0,0,512,0,1,$3436^{+719}_{-363}$,$> 776$,$4\pm9$,,Yes
10963065,K01612.01,Kepler-408 b,CONFIRMED,6169,11.78,0.71,2.47,0,0,64,0,1,$3444^{+1022}_{-878}$,$> 208$,$31\pm1$,,Yes
10059645,K02520.01,Kepler-1265 b,CONFIRMED,4602,27.99,1.30,6.49,0,1,0,4,1,$3446^{+169}_{-166}$,$> 210$,$-8\pm21$,,Yes
4248120,K02216.01,Kepler-1808 b,CONFIRMED,5665,23.21,2.38,23.34,0,0,0,0,0,$3452^{+670}_{-332}$,--,--,,--
12416661,K03122.01,Kepler-1434 b,CONFIRMED,6175,11.61,1.43,8.05,0,0,2566,0,1,$3474^{+1005}_{-862}$,$> 312$,$-8\pm13$,,Yes
