kepid,kepoi_name,kepler_name,koi_disposition,adopted_Teff,adopted_Teff_err,adopted_Teff_provenance,Prot,Prot_err,Prot_provenance,li_eagles_LiEW,li_eagles_eLiEW,gyro_median,gyro_+1sigma,gyro_-1sigma,gyro_+2sigma,gyro_-2sigma,li_median,li_+1sigma,li_-1sigma,adopted_rp,adopted_rp_provenance,adopted_period,flag_gyro_quality,flag_planet_quality,has_hires,t_gyro,t_li,are_gyro_and_li_consistent
2985767,K02032.01,Kepler-1063 b,CONFIRMED,5670,106,2020AJ....159..280B,20.38,0.42,2021ApJS..255...17S,7,9,2862,364,331,729,601,,,,2.08,10.26133/NEA4,14.08,928,0,1,$2862^{+364}_{-331}$,$> 758$,Yes
9650989,K03095.01,Kepler-1905 b,CONFIRMED,5742,97,2020AJ....159..280B,19.39,0.37,2021ApJS..255...17S,,,2862,373,350,733,640,,,,1.2,2020AJ....160..108B,3.42,0,0,0,$2862^{+373}_{-350}$,--,--
8008067,K00316.01,Kepler-139 b,CONFIRMED,5723,83,2020AJ....159..280B,19.68,0.38,2018MNRAS.474.2094A,8,4,2866,342,325,676,603,,,,2.44,2022AJ....163..179P,15.77,4096,0,1,$2866^{+342}_{-325}$,$> 794$,Yes
8008067,K00316.02,Kepler-139 c,CONFIRMED,5723,83,2020AJ....159..280B,19.68,0.38,2018MNRAS.474.2094A,8,4,2866,342,325,676,603,,,,2.45,2022AJ....163..179P,157.07,4096,0,1,$2866^{+342}_{-325}$,$> 794$,Yes
7769819,K02778.01,Kepler-1342 b,CONFIRMED,5192,101,2020AJ....159..280B,24.03,0.60,2021ApJS..255...17S,,,2866,290,251,621,458,,,,1.59,2020AJ....160..108B,2.22,0,0,0,$2866^{+290}_{-251}$,--,--
8367644,K01879.01,Kepler-993 b,CONFIRMED,3847,81,2020AJ....159..280B,21.00,0.45,SantosPrivComm,47,56,2869,349,353,693,659,,,,3.24,2022AJ....163..179P,22.09,0,0,1,$2869^{+349}_{-353}$,$> 58$,Yes
9364609,K02137.01,Kepler-1114 b,CONFIRMED,5234,94,2020AJ....159..280B,23.92,0.60,2018MNRAS.474.2094A,-17,11,2877,293,255,625,466,,,,1.32,2022AJ....163..179P,14.97,4096,0,1,$2877^{+293}_{-255}$,$> 734$,Yes
11192998,K00481.01,Kepler-166 b,CONFIRMED,5256,95,2020AJ....159..280B,23.81,0.59,2015ApJ...801....3M,-7,19,2877,295,257,628,469,,,,2.41,2020AJ....160..108B,7.65,4096,0,1,$2877^{+295}_{-257}$,$> 586$,Yes
11192998,K00481.03,Kepler-166 c,CONFIRMED,5256,95,2020AJ....159..280B,23.81,0.59,2015ApJ...801....3M,-7,19,2877,295,257,628,469,,,,2.52,2020AJ....160..108B,34.26,4096,0,1,$2877^{+295}_{-257}$,$> 586$,Yes
11192998,K00481.02,Kepler-166 d,CONFIRMED,5256,95,2020AJ....159..280B,23.81,0.59,2015ApJ...801....3M,-7,19,2877,295,257,628,469,,,,1.66,2020AJ....160..108B,1.55,4096,0,1,$2877^{+295}_{-257}$,$> 586$,Yes
10842192,K02736.01,Kepler-1329 b,CONFIRMED,4524,85,2020AJ....159..280B,23.70,0.59,2019ApJS..244...21S,-8,14,2887,323,270,702,481,,,,1.9,2022AJ....163..179P,9.34,0,4,1,$2887^{+323}_{-270}$,$> 206$,Yes
10963065,K01612.01,Kepler-408 b,CONFIRMED,6169,117,2020AJ....159..280B,11.78,0.12,2021ApJS..255...17S,31,1,2888,401,645,659,1245,,,,0.71,2022AJ....163..179P,2.47,1024,0,1,$2888^{+401}_{-645}$,$> 208$,Yes
4813563,K01959.01,Kepler-1026 b,CONFIRMED,4751,82,2020AJ....159..280B,24.88,0.64,2019ApJS..244...21S,1,15,2891,275,241,588,439,,,,1.96,2022AJ....163..179P,36.52,0,0,1,$2891^{+275}_{-241}$,$> 267$,Yes
10813132,K02378.01,Kepler-1215 b,CONFIRMED,5543,100,2020AJ....159..280B,21.96,0.50,2021ApJS..255...17S,,,2894,326,293,666,539,,,,1.13,2020AJ....160..108B,4.77,0,0,0,$2894^{+326}_{-293}$,--,--
12416661,K03122.01,Kepler-1434 b,CONFIRMED,6175,112,2020AJ....159..280B,11.61,0.12,2018MNRAS.474.2094A,-8,13,2895,386,626,640,1230,,,,1.43,2022AJ....163..179P,8.05,4614,0,1,$2895^{+386}_{-626}$,$> 312$,Yes
10190777,K01937.01,Kepler-1019 b,CONFIRMED,4393,78,2020AJ....159..280B,22.74,0.54,2019ApJS..244...21S,3,11,2910,355,299,762,527,,,,1.3,2022AJ....163..179P,1.41,0,4,1,$2910^{+355}_{-299}$,$> 176$,Yes
10934674,K00477.01,Kepler-567 b,CONFIRMED,4981,84,2020AJ....159..280B,25.05,0.65,2021ApJS..255...17S,,,2915,277,243,592,447,,,,2.1,2020AJ....160..108B,16.54,0,0,0,$2915^{+277}_{-243}$,--,--
4165473,K00550.01,Kepler-597 b,CONFIRMED,5486,102,2020AJ....159..280B,22.58,0.53,2021ApJS..255...17S,5,6,2916,320,287,661,527,,,,2.33,2022AJ....163..179P,13.02,0,0,1,$2916^{+320}_{-287}$,$> 776$,Yes
6347299,K00661.01,Kepler-204 b,CONFIRMED,5903,97,2020AJ....159..280B,16.82,0.24,2018MNRAS.474.2094A,33,5,2922,424,443,785,817,,,,1.93,2022AJ....163..179P,14.4,4096,4,1,$2922^{+424}_{-443}$,$> 365$,Yes
6347299,K00661.02,Kepler-204 c,CONFIRMED,5903,97,2020AJ....159..280B,16.82,0.24,2018MNRAS.474.2094A,33,5,2922,424,443,785,817,,,,1.26,2022AJ....163..179P,25.66,4096,4,1,$2922^{+424}_{-443}$,$> 365$,Yes
2444412,K00103.01,Kepler-1710 b,CONFIRMED,5562,91,2020AJ....159..280B,21.96,0.50,2021ApJS..255...17S,-1,2,2923,321,293,653,544,,,,2.56,2022AJ....163..179P,14.91,0,0,1,$2923^{+321}_{-293}$,$> 909$,Yes
9347009,K01971.01,Kepler-1030 b,CONFIRMED,4866,81,2020AJ....159..280B,25.23,0.66,2019ApJS..244...21S,,,2924,274,242,584,445,,,,2.25,2020AJ....160..108B,19.33,0,0,0,$2924^{+274}_{-242}$,--,--
3544640,K03279.01,Kepler-1914 b,CONFIRMED,5807,109,2020AJ....159..280B,18.73,0.34,2021ApJS..255...17S,,,2926,417,401,801,728,,,,2.65,2020AJ....160..108B,30.83,0,0,0,$2926^{+417}_{-401}$,--,--
4857058,K03061.01,Kepler-1983 b,CONFIRMED,5067,95,2020AJ....159..280B,24.88,0.64,2019ApJS..244...21S,,,2926,285,250,613,458,,,,2.02,2020AJ....160..108B,7.33,0,4,0,$2926^{+285}_{-250}$,--,--
9351920,K02129.01,Kepler-1111 b,CONFIRMED,5878,97,2020AJ....159..280B,17.39,0.27,2021ApJS..255...17S,,,2930,415,425,778,784,,,,1.47,2020AJ....160..108B,8.8,0,0,0,$2930^{+415}_{-425}$,--,--
4072526,K01329.01,Kepler-819 b,CONFIRMED,5276,95,2020AJ....159..280B,24.03,0.60,2019ApJS..244...21S,,,2931,302,265,643,486,,,,2.46,2020AJ....160..108B,33.2,0,0,0,$2931^{+302}_{-265}$,--,--
8578780,K02023.01,Kepler-1784 b,CONFIRMED,5636,116,2020AJ....159..280B,21.21,0.46,2021ApJS..255...17S,,,2932,366,331,736,603,,,,2.3,2020AJ....160..108B,13.59,0,0,0,$2932^{+366}_{-331}$,--,--
8947520,K02517.01,Kepler-1264 b,CONFIRMED,5769,107,2020AJ....159..280B,19.39,0.37,2021ApJS..255...17S,10,11,2933,397,376,773,688,,,,1.21,10.26133/NEA4,0.97,128,4,1,$2933^{+397}_{-376}$,$> 656$,Yes
12735740,K03663.01,Kepler-86 b,CONFIRMED,5772,125,2020AJ....159..280B,19.39,0.37,2021ApJS..255...17S,5,3,2933,435,402,845,720,,,,9.19,2022AJ....163..179P,282.53,0,0,1,$2933^{+435}_{-402}$,$> 812$,Yes
11250587,K00107.01,Kepler-464 b,CONFIRMED,5889,102,2020AJ....159..280B,17.26,0.26,2021ApJS..255...17S,21,6,2942,430,443,800,813,,,,3.42,2022AJ....163..179P,7.26,518,0,1,$2942^{+430}_{-443}$,$> 524$,Yes
8142942,K01985.01,Kepler-1782 b,CONFIRMED,4863,86,2020AJ....159..280B,25.40,0.67,2019ApJS..244...21S,8,7,2952,278,246,592,453,,,,1.87,2022AJ....163..179P,5.76,0,4,1,$2952^{+278}_{-246}$,$> 319$,Yes
9518318,K01978.01,Kepler-346 b,CONFIRMED,5613,97,2020AJ....159..280B,21.63,0.48,2021ApJS..255...17S,-6,16,2957,335,310,675,575,,,,2.73,2020AJ....160..108B,6.51,0,4,1,$2957^{+335}_{-310}$,$> 751$,Yes
9518318,K01978.02,Kepler-346 c,CONFIRMED,5613,97,2020AJ....159..280B,21.63,0.48,2021ApJS..255...17S,-6,16,2957,335,310,675,575,,,,2.98,2020AJ....160..108B,23.85,0,4,1,$2957^{+335}_{-310}$,$> 751$,Yes
10252275,K03130.02,Kepler-1907 b,CONFIRMED,4932,82,2020AJ....159..280B,25.40,0.67,2019ApJS..244...21S,-8,10,2958,279,247,598,456,,,,0.74,2022AJ....163..179P,5.65,0,4,1,$2958^{+279}_{-247}$,$> 437$,Yes
10252275,K03130.01,Kepler-1907 c,CONFIRMED,4932,82,2020AJ....159..280B,25.40,0.67,2019ApJS..244...21S,-8,10,2958,279,247,598,456,,,,0.95,2022AJ....163..179P,14.86,0,4,1,$2958^{+279}_{-247}$,$> 437$,Yes
7941200,K00092.01,Kepler-1709 b,CONFIRMED,5888,99,2020AJ....159..280B,17.37,0.27,2021ApJS..255...17S,38,4,2960,417,432,778,801,,,,2.71,2022AJ....163..179P,65.7,0,0,1,$2960^{+417}_{-432}$,$> 309$,Yes
6198999,K01687.01,Kepler-928 b,CONFIRMED,4554,77,2020AJ....159..280B,24.37,0.62,2019ApJS..244...21S,17,19,2961,318,273,689,494,,,,1.44,2022AJ....163..179P,3.93,0,0,1,$2961^{+318}_{-273}$,$> 166$,Yes
9782691,K00590.01,Kepler-193 b,CONFIRMED,6108,106,2020AJ....159..280B,12.88,0.13,2021ApJS..255...17S,47,7,2971,400,596,665,1153,,,,2.14,2020AJ....160..108B,11.39,0,0,1,$2971^{+400}_{-596}$,$> 116$,Yes
9782691,K00590.02,Kepler-193 c,CONFIRMED,6108,106,2020AJ....159..280B,12.88,0.13,2021ApJS..255...17S,47,7,2971,400,596,665,1153,,,,2.52,2020AJ....160..108B,50.7,0,0,1,$2971^{+400}_{-596}$,$> 116$,Yes
11760231,K01841.01,Kepler-973 b,CONFIRMED,5108,82,2020AJ....159..280B,25.05,0.65,2019ApJS..244...21S,-8,8,2974,293,257,629,474,,,,2.12,10.26133/NEA4,49.61,640,0,1,$2974^{+293}_{-257}$,$> 599$,Yes
8561231,K02346.01,Kepler-1202 b,CONFIRMED,5662,106,2020AJ....159..280B,21.18,0.46,2021ApJS..255...17S,,,2977,357,331,712,612,,,,2.89,2020AJ....160..108B,28.69,0,4,0,$2977^{+357}_{-331}$,--,--
5526717,K01677.01,Kepler-926 b,CONFIRMED,5919,114,2020AJ....159..280B,16.98,0.25,2021ApJS..255...17S,,,2986,458,485,828,884,,,,2.92,10.26133/NEA4,52.07,128,0,0,$2986^{+458}_{-485}$,--,--
8095441,K02743.01,Kepler-1332 b,CONFIRMED,5655,100,2020AJ....159..280B,21.34,0.47,2021ApJS..255...17S,-2,6,2990,346,324,690,602,,,,1.38,2022AJ....163..179P,11.87,0,0,1,$2990^{+346}_{-324}$,$> 889$,Yes
11259686,K00294.01,Kepler-512 b,CONFIRMED,6193,110,2020AJ....159..280B,11.81,0.12,2021ApJS..255...17S,48,2,2991,343,575,583,1193,,,,2.3,2020AJ....160..108B,34.44,0,0,1,$2991^{+343}_{-575}$,$> 82$,Yes
9455556,K01396.02,Kepler-294 b,CONFIRMED,5523,98,2020AJ....159..280B,22.74,0.54,2021ApJS..255...17S,-8,13,2995,324,296,662,550,,,,1.67,2020AJ....160..108B,3.7,0,0,1,$2995^{+324}_{-296}$,$> 812$,Yes
9455556,K01396.01,Kepler-294 c,CONFIRMED,5523,98,2020AJ....159..280B,22.74,0.54,2021ApJS..255...17S,-8,13,2995,324,296,662,550,,,,2.63,2020AJ....160..108B,6.63,0,0,1,$2995^{+324}_{-296}$,$> 812$,Yes
6436029,K02828.01,Kepler-1359 b,CONFIRMED,4629,88,2020AJ....159..280B,25.03,0.65,2015ApJ...801....3M,-20,17,2996,310,268,671,489,,,,2.32,2022AJ....163..179P,59.5,4096,0,1,$2996^{+310}_{-268}$,$> 233$,Yes
10454632,K01877.01,Kepler-992 b,CONFIRMED,4762,77,2020AJ....159..280B,25.58,0.68,2019ApJS..244...21S,0,20,2997,286,254,611,469,,,,1.33,2022AJ....163..179P,20.16,0,4,1,$2997^{+286}_{-254}$,$> 255$,Yes
6289257,K00307.01,Kepler-520 b,CONFIRMED,6062,112,2020AJ....159..280B,14.03,0.14,2021ApJS..255...17S,40,1,3001,432,588,717,1110,,,,1.78,10.26133/NEA4,19.67,646,4,1,$3001^{+432}_{-588}$,$> 188$,Yes
6289257,K00307.02,Kepler-520 c,CONFIRMED,6062,112,2020AJ....159..280B,14.03,0.14,2021ApJS..255...17S,40,1,3001,432,588,717,1110,,,,1.18,10.26133/NEA4,5.21,646,4,1,$3001^{+432}_{-588}$,$> 188$,Yes
3323887,K00377.01,Kepler-9 b,CONFIRMED,5906,97,2020AJ....159..280B,17.23,0.26,2021ApJS..255...17S,15,3,3001,410,436,762,817,,,,7.9,2020AJ....160..108B,19.27,0,0,1,$3001^{+410}_{-436}$,$> 613$,Yes
5689351,K00505.03,Kepler-169 b,CONFIRMED,4868,75,2020AJ....159..280B,25.76,0.69,2019ApJS..244...21S,4,8,3007,283,252,606,468,,,,1.06,2022AJ....163..179P,3.25,0,0,1,$3007^{+283}_{-252}$,$> 345$,Yes
5689351,K00505.02,Kepler-169 c,CONFIRMED,4868,75,2020AJ....159..280B,25.76,0.69,2019ApJS..244...21S,4,8,3007,283,252,606,468,,,,1.24,2022AJ....163..179P,6.2,0,0,1,$3007^{+283}_{-252}$,$> 345$,Yes
5689351,K00505.04,Kepler-169 d,CONFIRMED,4868,75,2020AJ....159..280B,25.76,0.69,2019ApJS..244...21S,4,8,3007,283,252,606,468,,,,1.23,2022AJ....163..179P,8.35,0,0,1,$3007^{+283}_{-252}$,$> 345$,Yes
5689351,K00505.01,Kepler-169 e,CONFIRMED,4868,75,2020AJ....159..280B,25.76,0.69,2019ApJS..244...21S,4,8,3007,283,252,606,468,,,,1.88,2022AJ....163..179P,13.77,0,4,1,$3007^{+283}_{-252}$,$> 345$,Yes
5689351,K00505.05,Kepler-169 f,CONFIRMED,4868,75,2020AJ....159..280B,25.76,0.69,2019ApJS..244...21S,4,8,3007,283,252,606,468,,,,2.42,2022AJ....163..179P,87.09,0,4,1,$3007^{+283}_{-252}$,$> 345$,Yes
4455231,K01332.02,Kepler-288 b,CONFIRMED,5948,124,2020AJ....159..280B,16.61,0.23,2021ApJS..255...17S,3,13,3010,480,526,838,952,,,,1.51,2020AJ....160..108B,6.1,0,0,1,$3010^{+480}_{-526}$,$> 554$,Yes
4455231,K01332.01,Kepler-288 c,CONFIRMED,5948,124,2020AJ....159..280B,16.61,0.23,2021ApJS..255...17S,3,13,3010,480,526,838,952,,,,2.73,2020AJ....160..108B,19.31,0,0,1,$3010^{+480}_{-526}$,$> 554$,Yes
4455231,K01332.03,Kepler-288 d,CONFIRMED,5948,124,2020AJ....159..280B,16.61,0.23,2021ApJS..255...17S,3,13,3010,480,526,838,952,,,,2.51,2020AJ....160..108B,56.64,0,0,1,$3010^{+480}_{-526}$,$> 554$,Yes
8559644,K00139.02,Kepler-111 b,CONFIRMED,5955,97,2020AJ....159..280B,16.22,0.21,2021ApJS..255...17S,30,4,3012,419,469,756,886,,,,1.48,2022AJ....163..179P,3.34,0,0,1,$3012^{+419}_{-469}$,$> 369$,Yes
8559644,K00139.01,Kepler-111 c,CONFIRMED,5955,97,2020AJ....159..280B,16.22,0.21,2021ApJS..255...17S,30,4,3012,419,469,756,886,,,,6.82,2022AJ....163..179P,224.78,0,0,1,$3012^{+419}_{-469}$,$> 369$,Yes
7512982,K01480.01,Kepler-859 b,CONFIRMED,4908,88,2020AJ....159..280B,25.76,0.69,2019ApJS..244...21S,25,31,3013,286,253,612,470,,,,2.77,2022AJ....163..179P,20.38,0,0,1,$3013^{+286}_{-253}$,$> 194$,Yes
9651668,K00183.01,Kepler-423 b,CONFIRMED,5779,105,2020AJ....159..280B,19.82,0.39,2021ApJS..255...17S,,,3030,385,375,746,697,,,,12.83,2020AJ....160..108B,2.68,0,0,0,$3030^{+385}_{-375}$,--,--
9022166,K02175.01,Kepler-368 b,CONFIRMED,5688,122,2020AJ....159..280B,21.20,0.46,2021ApJS..255...17S,42,3,3034,386,357,764,655,,,,3.32,2020AJ....160..108B,26.85,518,0,1,$3034^{+386}_{-357}$,$> 316$,Yes
9022166,K02175.02,Kepler-368 c,CONFIRMED,5688,122,2020AJ....159..280B,21.20,0.46,2021ApJS..255...17S,42,3,3034,386,357,764,655,,,,4.37,2020AJ....160..108B,72.38,518,0,1,$3034^{+386}_{-357}$,$> 316$,Yes
2713049,K00794.01,Kepler-683 b,CONFIRMED,5663,109,2020AJ....159..280B,21.52,0.48,2021ApJS..255...17S,,,3037,359,336,713,624,,,,1.94,2020AJ....160..108B,2.54,1024,0,0,$3037^{+359}_{-336}$,--,--
9280239,K03975.01,Kepler-1536 b,CONFIRMED,4320,75,2020AJ....159..280B,22.74,0.54,2019ApJS..244...21S,4,22,3038,379,330,798,592,,,,2.49,2022AJ....163..179P,364.75,0,4,1,$3038^{+379}_{-330}$,$> 147$,Yes
6226908,K04068.01,Kepler-1546 b,CONFIRMED,5549,132,2020AJ....159..280B,22.74,0.54,2021ApJS..255...17S,,,3039,363,325,735,595,,,,3.24,2020AJ....160..108B,19.6,0,4,0,$3039^{+363}_{-325}$,--,--
12406749,K01476.01,Kepler-1752 b,CONFIRMED,5242,96,2020AJ....159..280B,24.88,0.64,2021ApJS..255...17S,,,3045,313,275,670,511,,,,4.66,2020AJ....160..108B,56.36,0,4,0,$3045^{+313}_{-275}$,--,--
3229150,K02150.01,Kepler-1979 b,CONFIRMED,5942,193,2021ApJS..255...17S,17.73,0.29,2021ApJS..255...17S,,,3049,588,614,961,1026,,,,29.33,10.26133/NEA4,18.51,0,4,0,$3049^{+588}_{-614}$,--,--
11566256,K02361.01,Kepler-1831 b,CONFIRMED,5774,100,2020AJ....159..280B,20.05,0.40,2021ApJS..255...17S,,,3056,371,364,720,684,,,,1.93,2020AJ....160..108B,5.78,0,0,0,$3056^{+371}_{-364}$,--,--
10797460,K00752.01,Kepler-227 b,CONFIRMED,5582,105,2020AJ....159..280B,22.58,0.53,2021ApJS..255...17S,2,13,3062,338,314,681,586,,,,2.3,2020AJ....160..108B,9.49,0,0,1,$3062^{+338}_{-314}$,$> 743$,Yes
10797460,K00752.02,Kepler-227 c,CONFIRMED,5582,105,2020AJ....159..280B,22.58,0.53,2021ApJS..255...17S,2,13,3062,338,314,681,586,,,,2.88,2020AJ....160..108B,54.42,0,0,1,$3062^{+338}_{-314}$,$> 743$,Yes
7604328,K02458.01,Kepler-1245 b,CONFIRMED,5162,93,2020AJ....159..280B,25.40,0.67,2021ApJS..255...17S,,,3071,311,272,670,507,,,,1.41,2020AJ....160..108B,4.35,0,0,0,$3071^{+311}_{-272}$,--,--
7604328,K02458.02,Kepler-1245 c,CONFIRMED,5162,93,2020AJ....159..280B,25.40,0.67,2021ApJS..255...17S,,,3071,311,272,670,507,,,,1.52,2020AJ....160..108B,2.94,0,4,0,$3071^{+311}_{-272}$,--,--
10730034,K01305.01,Kepler-285 b,CONFIRMED,5249,92,2020AJ....159..280B,25.05,0.65,2019ApJS..244...21S,5,6,3081,317,279,678,520,,,,1.36,2020AJ....160..108B,2.63,0,0,1,$3081^{+317}_{-279}$,$> 641$,Yes
10730034,K01305.02,Kepler-285 c,CONFIRMED,5249,92,2020AJ....159..280B,25.05,0.65,2019ApJS..244...21S,5,6,3081,317,279,678,520,,,,1.19,2020AJ....160..108B,6.19,0,0,1,$3081^{+317}_{-279}$,$> 641$,Yes
9957627,K00592.01,Kepler-1723 b,CONFIRMED,5865,101,2020AJ....159..280B,18.59,0.33,2021ApJS..255...17S,,,3084,396,410,749,774,,,,2.25,2020AJ....160..108B,39.75,0,0,0,$3084^{+396}_{-410}$,--,--
9349757,K03348.01,Kepler-1474 b,CONFIRMED,5761,103,2020AJ....159..280B,20.46,0.42,2021ApJS..255...17S,,,3088,371,363,720,681,,,,2.05,2020AJ....160..108B,36.43,0,0,0,$3088^{+371}_{-363}$,--,--
10266615,K00530.01,Kepler-587 b,CONFIRMED,5451,97,2020AJ....159..280B,23.87,0.59,2021ApJS..255...17S,,,3089,324,295,670,551,,,,2.01,2020AJ....160..108B,10.94,0,0,0,$3089^{+324}_{-295}$,--,--
11027624,K01439.01,Kepler-849 b,CONFIRMED,5900,107,2020AJ....159..280B,17.96,0.30,2021ApJS..255...17S,49,2,3092,418,443,774,833,,,,8.09,2022AJ....163..179P,394.62,518,0,1,$3092^{+418}_{-443}$,$> 184$,Yes
10909127,K02200.01,Kepler-1138 b,CONFIRMED,5480,88,2020AJ....159..280B,23.70,0.59,2021ApJS..255...17S,,,3097,320,294,659,552,,,,1.53,2020AJ....160..108B,3.17,0,0,0,$3097^{+320}_{-294}$,--,--
11358389,K02163.01,Kepler-365 b,CONFIRMED,5735,108,2020AJ....159..280B,20.93,0.45,2021ApJS..255...17S,,,3099,372,360,727,673,,,,1.76,10.26133/NEA4,10.66,416,0,0,$3099^{+372}_{-360}$,--,--
11358389,K02163.02,Kepler-365 c,CONFIRMED,5735,108,2020AJ....159..280B,20.93,0.45,2021ApJS..255...17S,,,3099,372,360,727,673,,,,1.6,10.26133/NEA4,17.78,416,0,0,$3099^{+372}_{-360}$,--,--
6432345,K02757.01,Kepler-1690 b,CONFIRMED,5437,97,2020AJ....159..280B,24.03,0.60,2021ApJS..255...17S,5,12,3100,324,294,673,551,,,,2.53,2020AJ....160..108B,234.64,0,0,1,$3100^{+324}_{-294}$,$> 679$,Yes
8950568,K02038.01,Kepler-85 b,CONFIRMED,5505,89,2020AJ....159..280B,23.54,0.58,2021ApJS..255...17S,18,14,3104,321,297,658,559,,,,1.7,2020AJ....160..108B,8.31,0,0,1,$3104^{+321}_{-297}$,$> 542$,Yes
8950568,K02038.02,Kepler-85 c,CONFIRMED,5505,89,2020AJ....159..280B,23.54,0.58,2021ApJS..255...17S,18,14,3104,321,297,658,559,,,,1.88,2020AJ....160..108B,12.51,0,0,1,$3104^{+321}_{-297}$,$> 542$,Yes
4852528,K00500.01,Kepler-80 b,CONFIRMED,4453,77,2020AJ....159..280B,24.37,0.62,2019ApJS..244...21S,5,29,3109,362,312,780,569,,,,2.71,2022AJ....163..179P,7.05,0,0,1,$3109^{+362}_{-312}$,$> 155$,Yes
4852528,K00500.02,Kepler-80 c,CONFIRMED,4453,77,2020AJ....159..280B,24.37,0.62,2019ApJS..244...21S,5,29,3109,362,312,780,569,,,,2.72,2022AJ....163..179P,9.52,0,0,1,$3109^{+362}_{-312}$,$> 155$,Yes
4852528,K00500.03,Kepler-80 d,CONFIRMED,4453,77,2020AJ....159..280B,24.37,0.62,2019ApJS..244...21S,5,29,3109,362,312,780,569,,,,1.64,2022AJ....163..179P,3.07,0,0,1,$3109^{+362}_{-312}$,$> 155$,Yes
4852528,K00500.04,Kepler-80 e,CONFIRMED,4453,77,2020AJ....159..280B,24.37,0.62,2019ApJS..244...21S,5,29,3109,362,312,780,569,,,,1.68,2022AJ....163..179P,4.65,0,0,1,$3109^{+362}_{-312}$,$> 155$,Yes
4852528,K00500.05,Kepler-80 f,CONFIRMED,4453,77,2020AJ....159..280B,24.37,0.62,2019ApJS..244...21S,5,29,3109,362,312,780,569,,,,1.48,2022AJ....163..179P,0.99,0,0,1,$3109^{+362}_{-312}$,$> 155$,Yes
2857607,K04659.01,Kepler-1965 b,CONFIRMED,5568,93,2020AJ....159..280B,23.02,0.55,2021ApJS..255...17S,-2,11,3113,326,306,659,578,,,,1.25,10.26133/NEA4,41.87,0,4,1,$3113^{+326}_{-306}$,$> 812$,Yes
7742408,K03478.01,Kepler-1697 b,CONFIRMED,4697,73,2020AJ....159..280B,26.12,0.71,2021ApJS..255...17S,2,16,3118,306,271,658,508,,,,0.92,2022AJ....163..179P,33.5,64,4,1,$3118^{+306}_{-271}$,$> 241$,Yes
10337517,K01165.01,Kepler-783 c,CONFIRMED,5485,94,2020AJ....159..280B,23.79,0.59,2018MNRAS.474.2094A,-8,9,3120,325,299,667,561,,,,1.92,2022AJ....163..179P,7.05,4096,4,1,$3120^{+325}_{-299}$,$> 868$,Yes
9353742,K03867.01,Kepler-1523 b,CONFIRMED,5627,95,2020AJ....159..280B,22.46,0.52,2021ApJS..255...17S,11,10,3122,333,317,664,599,,,,1.55,2020AJ....160..108B,0.94,0,0,1,$3122^{+333}_{-317}$,$> 693$,Yes
6604328,K01736.01,Kepler-945 b,CONFIRMED,5718,109,2020AJ....159..280B,21.34,0.47,2021ApJS..255...17S,,,3126,367,354,719,664,,,,2.63,2020AJ....160..108B,31.0,0,0,0,$3126^{+367}_{-354}$,--,--
9076971,K02981.01,Kepler-1400 b,CONFIRMED,4944,86,2020AJ....159..280B,26.48,0.72,2019ApJS..244...21S,,,3138,302,268,653,503,,,,1.65,2020AJ....160..108B,9.07,0,4,0,$3138^{+302}_{-268}$,--,--
6587280,K00857.01,Kepler-243 b,CONFIRMED,5135,96,2020AJ....159..280B,25.94,0.70,2021ApJS..255...17S,-22,22,3145,319,279,691,522,,,,2.48,2020AJ....160..108B,5.72,0,0,1,$3145^{+319}_{-279}$,$> 542$,Yes
5219234,K01563.01,Kepler-305 b,CONFIRMED,5090,101,2020AJ....159..280B,26.12,0.71,2019ApJS..244...21S,3,10,3147,316,277,687,519,,,,3.26,2020AJ....160..108B,5.49,0,4,1,$3147^{+316}_{-277}$,$> 495$,Yes
5219234,K01563.02,Kepler-305 c,CONFIRMED,5090,101,2020AJ....159..280B,26.12,0.71,2019ApJS..244...21S,3,10,3147,316,277,687,519,,,,3.23,2020AJ....160..108B,8.29,0,4,1,$3147^{+316}_{-277}$,$> 495$,Yes
5219234,K01563.04,Kepler-305 d,CONFIRMED,5090,101,2020AJ....159..280B,26.12,0.71,2019ApJS..244...21S,3,10,3147,316,277,687,519,,,,2.57,2020AJ....160..108B,16.74,0,0,1,$3147^{+316}_{-277}$,$> 495$,Yes
5219234,K01563.03,Kepler-305 e,CONFIRMED,5090,101,2020AJ....159..280B,26.12,0.71,2019ApJS..244...21S,3,10,3147,316,277,687,519,,,,1.71,2020AJ....160..108B,3.21,0,0,1,$3147^{+316}_{-277}$,$> 495$,Yes
3531558,K00118.01,Kepler-467 b,CONFIRMED,5776,103,2020AJ....159..280B,20.60,0.43,2018MNRAS.474.2094A,1,6,3147,370,367,716,695,,,,2.29,2022AJ....163..179P,24.99,4610,0,1,$3147^{+370}_{-367}$,$> 831$,Yes
3245969,K01101.01,Kepler-768 b,CONFIRMED,5090,105,2020AJ....159..280B,26.12,0.71,2019ApJS..244...21S,5,17,3148,317,278,689,519,,,,1.64,2022AJ....163..179P,11.39,0,0,1,$3148^{+317}_{-278}$,$> 418$,Yes
11415243,K04036.01,Kepler-1544 b,CONFIRMED,4697,76,2020AJ....159..280B,26.30,0.71,2019ApJS..244...21S,3,8,3150,311,275,669,516,,,,1.72,2022AJ....163..179P,168.81,0,0,1,$3150^{+311}_{-275}$,$> 264$,Yes
